nama,id_siswa,kelas,Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Rata-rata,Pendidikan Agama (S2),Pendidikan Pancasila (S2),Bahasa Inggris (S2),Bahasa Mandarin (S2),Matematika (Umum) (S2),Biologi (S2),Fisika (S2),Kimia (S2),Geografi (S2),Sejarah (S2),Sosiologi (S2),Ekonomi (S2),"Pendidikan Jasmani, Olahraga, dan Kesehatan (S2)",Informatika (S2),Seni Musik (S2),Bahasa Indonesia (S2),Rata-rata (S2)
Kresna Pratiwi,78488,12A,97.4101635,91.07129359,94.98267287,92.58761742,100,100,100,100,100,100,96.94618672,100,100,93.39395384,100,100,97.899493,95,93,91,90,98,98,100,98,96,100,97,100,100,95,100,100,96.94
Adi Calvin,82485,12A,90.22964775,95.80409066,94.09447717,89.7100906,90.17034769,81.99895785,86.73737161,92.10575158,91.7391647,95.62552925,88.91719521,82.58326793,94.80335266,96.70014723,94.01092337,88.70153215,90.87074046,83,92,88,83,93,78,91,86,84,96,84,80,88,94,87,85,87
Salma Ratnasari,33117,12A,100,100,96.3221282,89.18768317,92.81494138,98.87374663,87.72234508,96.59338201,97.64804988,100,100,100,84.93297158,100,99.27393356,97.02608852,96.27470438,96,95,93,86,88,100,87,96,94,99,94,99,81,94,96,93,93.19
Citra Fauzi,74851,12A,77.83300724,82.60024833,80.65000403,76.40907568,86.46954212,82.49500727,99.61064578,85.64025818,92.95288365,78.63862275,83.83366994,86.96860725,81.94334813,84.37311445,85.39436334,85.31457795,84.44543601,77,85,80,74,82,81,94,86,94,81,81,83,88,84,87,86,83.94
Wawan Wibisono,23552,12A,99.10065041,91.71618897,92.22261036,92.52333142,92.88818943,89.41062263,88.22132569,90.65913785,95.60907729,95.45624849,88.62306517,93.66427602,88.85213423,89.99441029,87.45744064,88.91683185,91.5822213,98,93,94,92,92,91,88,94,94,94,87,93,89,87,88,90,91.5
Putri Suryani,30967,12A,100,99.31610891,99.53041572,91.61791428,97.30778364,97.64742866,94.70828575,98.96233024,96.70809173,99.25398245,99.46151823,94.07523139,96.86049427,99.24087459,100,100,97.79315374,99,98,93,85,88,97,91,98,95,93,96,90,92,99,100,100,94.62
Xaverius Lesmana,34730,12A,83.55548881,88.86018851,95.40290916,91.44869707,89.60279736,90.49311559,94.06493492,92.24329868,89.69896662,92.20837581,81.45690923,79.35383845,87.65065796,87.20856826,84.14561444,90.99442806,88.64929931,77,83,92,87,88,86,96,91,89,87,86,75,83,86,82,86,85.88
Hesti Prayogo,30438,12A,89.74792486,96.38838151,96.63746507,90.88073386,100,92.26623645,96.1205425,100,100,93.52136931,100,100,100,100,98.35603368,94.779733,96.79365127,90,88,98,91,96,90,93,99,96,92,97,96,98,100,93,91,94.25
Putra Fauzi,52122,12A,89.81754284,89.4099142,100,93.62860925,96.3649953,100,81.74643897,99.9331285,93.81574424,95.71400154,89.39674357,89.76313769,95.98298913,100,98.55532624,99.86637428,94.62468411,92,89,98,92,92,97,73,96,96,93,87,90,94,95,96,93,92.06
Utari Pratiwi,53563,12A,86.22765977,84.186645,83.28364136,84.7462975,76.92375395,83.56306941,84.38590034,86.31087525,87.84641667,88.99992046,87.11303926,84.28045069,77.3708729,84.31112308,82.32541293,89.51799986,84.4620674,82,88,92,84,76,84,82,80,89,89,83,82,73,85,82,90,83.81
Qori Rahayu,18742,12A,97.70847568,97.85489403,96.94680238,92.49441002,90.55226087,89.42652493,85.62454411,98.1213072,92.28848351,86.93033723,89.02958182,88.82717141,93.37716112,98.49937795,91.42209095,81.89937112,91.93767464,93,95,94,93,92,88,86,98,91,88,82,84,88,95,90,76,89.56
Oky Wibisono,61269,12A,93.91687057,94.08180275,93.73817109,91.72546642,95.94996765,95.19347782,94.73862068,96.92597906,92.71360813,92.4298439,100,97.6595493,98.99750255,100,97.49249315,99.50471564,95.94175429,91,91,91,90,90,90,92,94,86,93,99,92,95,100,95,98,92.94
Ulfa Santosa,46811,12A,85.212324,94.12981917,92.1954575,100,97.74727747,89.95682386,94.9730206,93.94745648,95.38070698,88.01483746,94.90913214,91.96829306,94.52129863,89.48712399,90.18373395,98.97825991,93.22534783,82,95,92,100,90,83,95,95,92,72,90,90,89,87,93,100,90.31
Zulfa Permata,81391,12A,76.89113861,77.2601044,81.89097011,78.28942452,77.72373324,82.67425626,74.62354712,77.10906523,92.41935432,84.4462517,78.41605964,84.23995179,84.98552879,87.1209485,81.51309625,87.03136491,81.66467471,86,84,90,82,91,87,80,78,97,89,88,92,95,92,85,96,88.25
Rudi Kusnandar,21984,12A,76.1720815,81.08277347,87.18367113,88.01248178,81.80540268,87.66141408,83.24511288,84.97951865,91.48818312,90.90900161,81.37901248,81.07805681,84.30844714,86.23058262,83.07482168,91.56752633,85.0111305,75,73,81,91,78,88,84,83,92,82,78,69,76,82,78,89,81.19
Naila Kurniawan,24381,12A,90.49935603,90.79283237,82.42971268,94.59886041,74.66156271,92.93268408,93.43396551,86.60040089,95.12695791,88.44691906,89.07456534,90.46005076,100,95.48457636,92.26806283,84.19838439,90.06305571,89,86,76,89,72,86,91,83,84,81,77,86,100,87,85,81,84.56
Vanya Rahmawati,40020,12A,90.34578198,85.56221239,93.73838709,90.33016773,84.00522446,90.03345577,85.38074551,90.38391396,85.33244627,89.76527102,93.38018216,89.36257289,87.67339152,90.64421396,93.11374596,84.09191651,88.94647682,89,79,92,89,79,90,82,83,87,84,92,88,86,89,87,86,86.38
Ocha Wardana,60595,12A,94.40664126,99.69106458,95.9716453,93.39213122,96.30204802,95.36584277,96.87136603,82.98370243,85.33607982,98.12750624,85.57696461,95.11105367,91.34311221,88.12241426,94.85160927,94.10852801,92.97260686,85,93,93,89,90,96,90,82,80,92,81,94,84,86,89,89,88.31
Umi Santosa,68570,12A,100,87.76444898,98.08905561,92.65061958,87.5833956,94.88473729,93.71719753,91.06772148,92.21998179,87.90356985,86.75956938,94.68571587,89.76880788,90.48809001,92.28761298,92.21494673,92.00534191,95,83,91,87,87,93,89,85,88,80,84,95,94,84,92,87,88.38
Vero Sugiarto,32340,12A,76.17664585,89.75453864,83.92918897,82.31001189,85.47750823,84.50598917,87.15859165,86.01319657,86.91250935,90.07824774,87.74140095,82.5208471,77.70877243,91.66226787,82.13466134,80.95774114,84.69013243,71,87,78,87,83,87,90,86,85,92,88,85,74,95,86,80,84.62
Hendra Lestari,23931,12A,83.21735517,93.59335478,92.64542227,84.32541457,94.16735947,89.41002965,100,89.05418329,89.72502259,87.52710813,98.29037186,90.03711028,88.27641849,95.4357643,84.99922458,95.02654199,90.98316759,81,85,86,83,98,90,100,87,88,81,98,87,87,93,83,92,88.69
Budi Santoso,97981,12A,100,95.88596789,96.24242031,97.40322981,100,99.10239853,95.25127734,97.57238573,88.6232541,96.93439668,88.02514887,91.21781663,77.64011785,95.06007702,89.83356867,98.6086548,94.21254464,95,98,99,96,98,93,89,95,90,92,92,86,75,93,87,89,91.69
Nanda Nur,54654,12A,94.74991529,98.41943171,87.38096952,97.99088243,100,96.61974374,96.75069728,93.64694062,90.17560834,96.6049141,85.26853769,90.71017662,83.94366823,89.28067035,96.0091777,95.32591912,93.3048283,97,90,87,96,96,95,96,92,94,94,82,87,83,86,93,92,91.25
Joko Sugiarto,24463,12A,95.65847211,96.2559086,85.97458054,93.54109222,91.9971456,92.10860518,98.40179677,91.101367,92.38049938,84.9685574,93.93328773,89.96471589,95.79991827,90.64836339,95.92661486,94.68047482,92.70883748,95,93,82,95,94,93,96,92,90,86,96,91,99,90,95,95,92.62
Bambang Calvin,82661,12A,100,96.65570068,84.97142141,87.84516655,94.44565082,89.52037103,79.32776862,100,97.77073086,96.77449514,91.13299555,96.30799463,90.64780915,95.19389727,89.56669464,100,93.13504352,95,90,87,80,90,88,81,96,95,91,89,90,85,94,85,100,89.75
Xenia Handayani,64502,12A,84.44471713,98.45731954,92.49047954,89.84856542,93.130915,95.96264043,99.12963408,93.86161551,87.84241997,92.57405101,100,99.03429082,96.83971779,96.2743355,95.79315085,98.08967457,94.61084545,88,98,86,86,91,93,98,93,81,93,96,94,92,96,92,93,91.88
Lela Fitriani,35173,12A,87.36602751,82.87374111,89.99418895,85.56126351,84.37406767,86.04777856,100,90.32979461,91.45871062,83.53735741,80.43040665,85.55390823,96.84014937,91.32054877,92.6421469,93.34200164,88.85450572,82,80,86,82,78,84,98,91,88,80,73,86,97,88,86,87,85.38
Sinta Permata,83858,12A,78.73844843,88.63502325,78.53115734,88.72635713,83.90670611,72.74996956,77.9551479,72.77050267,87.511606,81.57151823,70.55348313,83.57392974,79.00937402,74.27616606,90.08502452,82.23162466,80.67662742,86,94,84,93,84,72,86,75,91,84,72,83,90,71,98,92,84.69
Lela Sudarso,85654,12A,90.68093408,90.15096719,84.58169375,85.6253466,98.57267502,89.77867675,92.2584296,81.92643871,85.55763092,95.1971537,94.0366499,100,98.86287275,90.99453623,94.51285892,90.56507388,91.45637112,84,86,86,79,92,83,97,80,82,92,92,95,94,88,89,86,87.81
Ulil Irawan,45719,12A,100,96.78351192,91.88686389,92.04041236,98.26268987,93.93632767,98.83157852,80.0701988,93.34457974,88.46126411,99.82032837,98.77043187,91.20261748,98.71659333,99.95401104,91.4104718,94.59324255,91,100,88,92,99,96,94,76,90,84,100,96,83,94,92,88,91.44
Qori Hardianto,80350,12A,100,91.20118842,90.28528943,95.68725713,89.58894053,91.78459306,98.40506631,91.45398845,82.88280522,93.19449113,87.87642629,95.68424997,94.83884277,98.71489593,95.89555569,96.8091156,93.39391912,92,87,83,95,86,86,98,90,79,86,82,90,94,91,93,93,89.06
Cinta Rahmawati,71223,12A,80.27077332,87.6361896,93.45851357,80.17300758,92.61494858,80.86950666,79.3564009,85.09725934,87.1958092,88.17500774,78.80744502,85.78895761,80.18848426,76.17164584,78.97257554,79.86175529,83.4148925,78,87,95,83,95,81,81,87,85,83,76,90,87,76,83,79,84.12
Fanny Lestari,19832,12A,87.2026931,90.35578561,77.22868415,86.35452267,78.71122637,87.74014434,81.48106439,79.33807221,88.59303987,81.66010427,83.01489754,73.49477186,89.32747411,88.6992599,84.62200652,76.95681259,83.42378497,92,89,77,85,83,89,86,88,86,85,82,71,85,95,88,76,84.81
Kresna Budiman,66495,12A,100,91.93444733,92.99899702,100,91.74758205,98.97681408,98.07622558,97.21662523,96.67576698,97.14770708,96.62546722,95.00617247,100,88.70246146,100,99.37747576,96.53035889,100,89,95,100,91,97,100,96,97,100,93,97,100,88,100,98,96.31
Prasasti Hakim,75020,12A,93.29421984,95.38712137,89.33922725,80.45735385,89.44076093,84.84625314,86.14292818,83.59012586,87.41549994,86.81910576,77.91437508,93.30333379,100,92.8334102,88.78760445,89.52849225,88.69373824,89,97,90,76,92,83,90,81,83,82,74,89,100,90,81,87,86.5
Eko Anindita,53295,12A,91.30257415,93.85771141,93.22246302,89.20226133,100,85.97173231,96.9991612,92.90151535,100,95.11182648,91.6079758,92.16896749,93.60703696,87.69355001,89.57315586,84.48278364,92.35641969,87,92,93,85,90,84,100,89,93,94,94,91,96,87,89,80,90.25
Vito Prayogo,73537,12A,85.52670739,90.61112429,91.64246713,80.24494341,89.45553337,92.95864163,89.32703091,86.97264865,88.08078616,87.43777511,86.95793909,91.01070951,100,86.4230923,88.55087872,89.88310218,89.06771124,82,79,86,81,91,92,89,82,84,88,85,88,96,87,89,89,86.75
Umi Calvin,83129,12A,86.71200853,95.63995972,78.29435383,87.49348485,94.24034938,88.67830916,86.0445859,92.35256447,94.68049687,91.20195792,86.1426789,92.42979729,88.1385342,93.87471511,97.56507512,77.12089692,89.41311051,87,92,78,89,95,85,78,90,94,86,83,89,89,96,98,74,87.69
Sinta Pangestu,90790,12A,95.2467564,86.01274935,100,92.35079636,98.42328524,94.51483473,90.67599613,90.08115379,100,99.47110933,100,94.96868571,96.13101714,93.3554612,93.25600801,89.48198437,94.62311486,92,86,100,85,97,94,84,89,100,94,96,93,95,87,94,80,91.62
Bella Haryanto,68122,12A,87.83982731,83.47354338,89.62932097,88.26982745,88.85818658,95.79542606,87.23118661,91.20341137,97.67732368,93.95286171,93.18562485,85.88633528,88.56799164,80.8283949,89.91434836,88.79207725,89.44410546,86,83,89,84,89,94,84,78,92,86,92,83,82,79,83,83,85.44
Ira Puspitasari,23133,12A,90.59752951,95.61657783,84.44172977,98.65491814,94.98942732,90.12743399,89.73695595,92.88365996,98.08486005,90.98864248,91.20075839,90.57119627,99.39072445,88.63618837,90.33306589,97.79778216,92.75321566,84,96,83,96,84,87,86,88,97,90,90,91,93,84,88,93,89.38
Dina Puspitasari,57409,12A,88.42367772,93.37391786,83.13222327,86.66216095,95.11079375,84.30692498,86.93212836,88.97204971,82.74285097,85.61957296,88.25180697,87.92203223,94.09038366,95.39590953,83.4081992,88.24496615,88.28684989,81,88,82,80,89,78,78,83,83,80,80,83,93,87,83,81,83.06
Putra Haryanto,54430,12A,91.1987604,95.40925619,91.41997035,89.28208587,91.16023152,91.19636303,83.1889474,88.79151283,95.12332383,86.79073502,88.47475208,86.61493662,76.25822138,87.93046975,89.33647852,85.26505191,88.59006854,92,98,91,86,91,90,78,89,96,89,92,88,78,85,93,88,89
Galang Putranto,86445,12A,82.68095464,84.05110708,92.27507746,98.31676325,95.36630609,81.73240936,92.72727594,85.1383275,85.54280407,86.14426139,91.98447413,93.25040626,87.96398403,88.04878568,90.7754581,91.29411208,89.20578169,78,83,90,95,91,79,89,84,86,79,85,94,85,82,91,89,86.25
Adi Hakim,40039,12A,96.99179739,84.68880898,91.21080556,85.77054698,90.85595746,89.97979242,90.87692159,87.11195442,83.67421989,80.63848122,90.45476809,88.95566333,87.73098053,97.72341117,86.81347792,98.19483927,89.47952664,93,81,87,84,85,92,88,88,76,75,90,85,82,89,86,97,86.12
Ulil Paramita,38928,12A,95.72547561,77.85175456,88.06816419,85.60777444,73.04723717,80.38305063,91.48093743,97.70225316,92.11964761,89.22441925,87.49959498,96.01957146,98.3474529,84.67204349,77.60632409,77.11531958,87.02943878,89,72,88,83,74,79,93,97,91,86,94,93,89,82,72,77,84.94
Naila Anwar,82636,12A,100,96.04348792,97.19499018,87.32552566,92.51283606,94.80137656,97.31797254,94.28582043,91.09214964,92.35594566,100,97.50270373,99.33956466,91.78441157,81.5096632,93.66325909,94.17060668,100,91,97,84,86,94,93,88,85,84,98,92,96,88,76,86,89.88
Maman Saputra,71952,12A,81.19411072,87.27202483,100,89.00279358,99.20676429,88.37081197,82.3775323,87.26654388,94.43015649,94.67477647,82.65027665,86.79288197,78.38062909,89.65030661,93.29373698,85.72596076,88.76808166,80,80,99,89,94,89,75,88,96,93,79,85,74,95,89,87,87
Tyo Rachman,45047,12A,85.72872151,90.86629654,91.15293694,89.47136094,89.9592174,88.19656753,94.04541642,92.74677901,84.15012604,84.01268876,87.79376969,92.7498274,89.80592885,85.84988973,90.37323476,87.41158918,89.01964692,86,90,93,88,88,88,94,89,84,82,89,89,94,85,89,87,88.44
Gita Firdaus,64888,12A,92.20377701,89.46663688,86.22495377,88.95893857,94.37658501,84.95319433,89.81462962,87.44904301,89.93626313,84.52852,88.35302187,93.34046112,83.1163098,81.15431919,81.34406689,81.94803206,87.32304702,87,88,86,83,89,85,84,84,93,84,86,93,80,81,72,79,84.62
Gina Kurniawan,91528,12A,100,90.20559099,95.7454127,100,99.31818472,95.30709452,98.18950808,97.77061607,96.11368464,96.18071583,100,100,100,94.75007376,96.81005644,90.5742606,96.9353249,97,90,92,93,90,90,96,99,93,90,94,94,96,95,97,87,93.31
Ranti Nur,35289,12A,86.93493987,100,88.37260243,100,84.76596258,85.71542871,89.27661778,90.66402427,95.59821034,93.23662597,88.9011976,90.31619485,89.38745928,86.40950521,86.5429592,96.12219334,90.76524509,77,98,88,97,83,81,82,88,95,86,85,87,95,84,78,87,86.94
Joko Hermawan,43092,12A,86.01839806,100,93.44425157,91.29667967,98.85801915,100,100,97.66848294,100,86.57673481,92.55006999,90.6033724,100,93.2418326,99.38625548,97.83850741,95.46766275,84,96,96,91,100,99,98,99,100,86,93,89,100,96,100,97,95.25
Yuni Paramitha,13336,12A,78.26066345,79.63740708,89.04128659,78.69478489,83.19653619,78.6594917,81.0024372,82.34138841,78.65786558,77.76996336,84.00356482,78.34851109,78.51891036,77.87693242,82.1826579,87.29070631,80.96769421,81,77,89,79,85,78,80,85,80,78,88,74,81,79,78,91,81.44
Gita Kusnandar,75432,12A,98.86789451,87.7056609,100,86.31172703,96.75299395,87.72676906,86.98063498,87.61147055,91.07301283,94.23511218,94.68459152,86.61532625,86.38695489,86.75205786,90.77847932,90.28447331,90.79794745,94,88,98,79,95,82,82,88,90,95,92,86,82,83,87,87,88
Vito Susilo,27025,12A,89.69727667,95.79617245,100,91.92457667,92.28059487,97.24646183,91.65407252,97.79297639,90.85544044,100,96.17202884,91.34803923,91.50469548,91.87915521,100,88.10439894,94.1409931,87,91,93,92,89,90,90,94,82,93,91,89,91,91,99,85,90.44
Lukman Setyawan,59597,12A,87.07171159,87.60311716,90.33298011,89.05587148,82.95528079,88.41230653,89.91366653,87.27093077,93.84529739,95.00846209,90.01948645,91.56412788,79.60613996,88.30590609,95.43552841,88.29423703,89.04344064,82,88,88,89,81,85,86,86,90,96,83,92,71,86,91,81,85.94
Anisa Abidin,66032,12A,91.64109349,100,100,97.66527644,100,84.19772479,91.38964467,92.97761251,94.14750138,92.87768177,82.57727042,97.25752497,98.04567252,100,91.38585555,90.97658609,94.07121529,96,97,100,98,96,82,89,96,94,87,81,97,92,98,92,85,92.5
Mega Putra,47493,12A,74.01363532,85.94572357,91.91911665,84.35471844,98.13078184,86.13058357,88.14851917,80.59804235,88.84965948,77.51695878,90.88204752,91.03569863,94.21001487,82.31371416,88.21636834,90.23264055,87.03113895,76,84,91,85,100,88,88,82,88,78,93,91,93,82,88,88,87.19
Tyo Hadiwijaya,94759,12A,99.25814539,92.72024083,85.08682775,98.78153869,96.28423881,94.21338424,100,96.82213951,90.45076194,87.38947576,91.40192088,100,100,97.98979891,96.13843256,95.8097725,95.14666736,100,90,82,90,94,91,93,94,86,84,88,96,98,95,95,91,91.69
Fatan Hapsari,21881,12A,100,97.54702129,100,98.25786025,100,100,100,97.07795113,100,98.43711287,100,100,94.78612472,100,100,100,99.13162939,100,96,95,93,99,100,99,93,98,96,94,94,93,98,99,99,96.62
Rudi Handayani,64621,12A,85.93188473,98.6171277,81.71114777,95.48023414,94.26113523,97.69025115,80.2446717,83.84164976,95.64552249,78.80061142,80.15351269,85.74426826,89.14577614,96.14693257,87.25947762,85.14461146,88.48867593,93,98,83,98,94,97,79,82,96,79,79,85,90,95,87,87,88.88
Kresna Yuliana,32528,12A,89.32943708,90.12046981,89.9786865,86.88255635,77.99705682,83.18440745,94.87384282,88.70783208,86.1598768,93.36333013,82.12190423,86.64574672,88.46127942,85.56559988,88.27630151,86.83401774,87.40639658,85,92,86,86,77,79,89,81,85,94,74,83,83,84,84,88,84.38
Firman Wijaya,32534,12A,90.27020715,98.17431179,90.62516343,98.09499801,100,95.8618064,91.40950674,96.63198332,93.10706685,100,96.52697865,100,100,96.50151986,100,95.30074034,96.40651766,82,90,85,97,98,93,86,95,85,90,93,95,100,94,100,91,92.12
Kresna Maulana,16082,12A,98.06764515,96.09068975,100,100,100,100,100,100,92.20142993,100,100,96.72846271,96.04437115,100,100,96.88813038,98.50129557,93,94,98,99,100,95,100,100,88,97,96,93,89,99,91,92,95.25
Gina Yulianti,60578,12A,81.13557159,88.91420582,90.14288256,91.0148056,89.13216373,86.03012412,92.35571006,87.71494235,85.06108479,86.48243295,78.6558547,86.47449074,90.82788246,89.08461497,94.98902073,86.07082529,87.75541328,80,78,90,90,85,77,90,86,81,84,79,91,88,87,90,82,84.88
Utari Lesmana,88706,12A,90.33563173,91.8627668,99.61335096,88.62289337,82.67813002,92.13870968,97.22770269,86.28632236,92.10447361,94.04270619,92.98439363,88.52685853,84.40669712,87.49266817,90.19206818,92.44017853,90.68472197,85,94,92,85,80,86,92,86,93,85,91,85,82,84,83,94,87.31
Vero Yulianti,65955,12A,90.2608022,86.69153712,91.36797524,92.89150229,90.48912724,84.41014138,87.68404678,93.33018084,81.67598791,78.12518684,96.13149121,91.14815323,91.62472697,83.20699209,92.27871727,89.96732039,88.83024306,86,86,88,87,86,82,79,92,79,78,95,89,88,85,96,86,86.38
Wahyu Andini,78977,12A,75.35610956,90.39916452,84.07116406,81.29732761,81.38779871,73.20163792,86.24443044,84.58703348,82.30734678,89.67017348,76.35845235,80.29388506,79.02770617,81.88377255,83.61509757,85.42781506,82.19555721,78,99,93,92,96,80,96,100,87,92,82,92,91,87,88,85,89.88
Umi Putranto,86778,12A,83.671873,81.01996159,93.83677502,97.46494123,86.12317363,81.62283843,92.78401092,78.17295474,83.73287364,81.92615501,79.60906252,84.0066191,81.08587987,85.47001259,85.54262611,82.30008165,84.89811494,87,85,93,96,86,82,95,81,81,81,73,84,77,83,89,83,84.75
Eko Puspitasari,53721,12A,83.12672938,83.82505133,89.02852647,84.23714916,89.10280487,87.90836108,87.83694965,91.91852602,79.38234177,82.61338063,93.79579017,83.69271366,70.90367772,83.96445445,85.65399382,71.89373058,84.3052613,82,85,91,82,83,84,89,95,81,84,95,81,71,86,87,77,84.56
Fanny Wulandari,66982,12A,92.83069037,82.59244986,87.80382775,85.03110445,79.71925508,80.8084715,81.48559799,91.58937172,85.42332123,83.55168459,81.48796761,92.14176328,93.48201854,92.08473167,88.62319887,87.61016238,86.64160106,93,78,86,82,77,82,81,85,82,86,79,85,86,92,88,82,84
Juwita Surya,75669,12B,83.74688647,88.59747993,86.40727455,80.69901502,95.11179266,86.34742583,95.8062851,94.23530757,92.61016545,92.89099592,86.75000615,99.11582632,90.04220272,91.33623399,86.5811939,85.17074926,89.71555255,83,87,83,81,94,89,96,95,92,93,85,97,90,92,83,84,89
Tyo Agustina,74141,12B,93.55755371,92.25864114,87.22431183,83.97894007,84.82145823,97.15174225,88.10480459,89.47653093,98.42277496,85.56032086,87.53609953,87.32723952,99.26141607,100,94.92888979,95.08799728,91.54367005,89,90,86,79,84,96,87,85,98,84,86,89,97,95,89,95,89.31
Rudi Handayani,78720,12B,94.85072745,100,99.09098374,100,97.22487777,96.41233953,100,100,100,99.02914332,93.51066978,94.8357878,98.26732868,94.62000138,92.21519542,100,97.50356593,92,100,100,100,100,95,100,100,97,100,96,92,99,94,95,97,97.31
Gita Widodo,10078,12B,82.28387944,85.69919354,86.48889775,82.06746417,92.26222713,79.42252099,86.31635611,86.23881833,84.73695678,78.52366673,89.36231756,88.72578315,81.63038715,88.54566583,86.88276823,78.60516907,84.8620045,88,87,96,97,100,81,88,94,89,84,100,89,88,95,96,80,90.75
Naufal Prasetya,90013,12B,90.65196742,100,96.46869292,92.10009726,90.62923254,92.344643,92.69921434,90.69179683,86.21279143,100,99.77478036,88.55533473,95.60316847,90.41042098,93.61377588,93.19777909,93.30960595,88,95,92,90,87,95,92,89,83,91,94,84,92,87,93,91,90.19
Eva Saraswati,48465,12B,86.7908847,98.9447912,86.72842736,84.88873665,85.11714863,94.14894056,80.66954412,85.1169412,96.16416998,90.14998672,89.8896658,99.59078808,90.16179554,85.38912497,87.51967049,83.25289423,89.03271939,86,97,84,86,73,95,80,77,96,90,89,92,89,85,83,82,86.5
Lela Kusumawardani,48774,12B,96.03236665,92.62549004,95.3747522,95.81760109,87.68162755,85.02891719,89.4941159,85.3888761,90.57746583,95.41316586,88.91198322,90.5026569,89.28345337,93.76631931,86.41376948,78.77045014,90.06768818,97,95,91,95,89,83,90,82,89,91,85,89,84,90,86,82,88.62
Fatan Maulana,88487,12B,95.72844176,98.31326957,95.60596868,90.17294498,87.69903697,95.84658512,94.08149223,92.74513432,100,88.64009699,100,93.53301699,84.19624508,92.47808419,98.17157784,91.5488223,93.67254481,95,92,94,87,81,89,92,92,94,89,98,94,84,89,100,85,90.94
Qomariyah Rahmawati,69624,12B,77.01249719,83.56381723,80.10052802,86.8454619,88.25338897,79.10503785,80.85736962,88.16960222,80.0921685,78.97559921,78.49293423,86.14658296,85.93217849,80.96615974,84.41181687,92.02205181,83.18419968,68,80,75,80,71,74,78,73,81,70,81,82,79,74,82,93,77.56
Cahya Winata,59900,12B,87.04174795,82.15333569,94.18742661,91.36004291,88.3619233,95.17244992,96.10817445,80.87065863,88.64905918,100,94.82907331,95.29256692,97.77652012,91.99739286,95.89546953,95.50235895,92.19988752,91,78,95,84,90,95,98,81,85,93,90,87,92,90,93,92,89.62
Lukman Anwar,26613,12B,93.52746852,89.22220119,91.69255565,87.89045322,90.89633256,84.98980658,86.87914108,89.42070083,86.11373388,88.30717469,90.01263116,92.84357276,95.57854755,88.51333918,97.50778413,95.52531643,90.55754746,91,84,94,85,86,80,80,95,87,83,92,91,94,83,93,92,88.12
Lina Kusnandar,65440,12B,94.98272548,93.23050197,94.05786053,98.39751207,98.58015462,99.13698996,92.66889048,95.23709215,99.17998885,89.34367615,90.87017205,92.54243964,96.96025001,97.03811707,91.30793576,84.91920905,94.27834474,92,94,94,95,98,95,85,92,92,89,90,87,94,94,91,78,91.25
Maman Putranto,65983,12B,92.67676294,86.85426253,83.9961622,85.12648542,93.07774826,98.25103002,91.6403158,92.50274649,97.36031791,83.72356867,94.04672533,91.3878943,94.27613051,89.02842368,87.35615677,92.14838774,90.84081991,92,84,79,80,96,96,93,90,93,82,98,86,94,87,80,85,88.44
Budi Wibisono,73434,12B,100,100,97.46153615,93.29513982,91.58966358,100,95.22458856,98.37243294,100,91.93049272,100,98.73179773,94.25708342,98.76324536,96.38701609,100,97.25081227,100,100,91,87,87,97,97,97,93,87,97,91,91,92,88,94,93.06
Danang Puspitasari,57933,12B,83.57063791,77.25308902,85.70848741,80.02857482,87.8328995,80.87564842,84.37123606,87.7242391,85.74900645,88.06345149,90.21273591,81.02163158,86.48931238,70.16378109,88.04796659,85.30722943,83.90124545,88,84,98,87,93,84,87,91,91,97,90,89,89,72,95,89,89
Dodi Lesmana,83401,12B,82.42776641,88.92361234,93.20850311,84.96492649,82.62094277,88.17014154,80.66698189,84.04310837,93.45702603,87.65591137,77.94768041,78.36005699,88.15544369,91.6569681,79.25690793,89.59357826,85.69434723,80,88,98,84,84,92,79,83,92,85,81,77,86,91,81,90,85.69
Gita Ramadhan,48004,12B,93.53601491,96.32359231,88.54041117,89.41831034,76.21837523,97.38306011,84.0068463,82.21694158,85.6082667,94.44266444,97.92452761,87.51134077,91.87471823,87.10031761,81.69532,94.26801572,89.25429519,91,91,80,86,76,93,82,83,87,93,95,80,87,83,76,92,85.94
Agus Nur,87823,12B,84.111977,94.90026827,93.71532105,90.29279572,96.36748819,98.38434457,86.34639759,83.17864381,77.90126522,98.44602568,85.02420436,92.89779869,83.51633757,94.91394261,83.72202645,81.26401874,89.06142847,83,90,95,84,100,100,83,84,74,98,81,86,70,91,82,82,86.44
Qomariyah Puspitasari,43812,12B,85.77053221,84.15418586,89.79456329,86.55608973,89.95157634,85.357957,83.48752751,83.89526162,97.03775835,87.93891902,76.89425332,84.2120193,87.29739453,96.04006277,91.95655794,82.20447518,87.03432087,88,83,90,86,87,80,79,80,99,81,72,78,87,99,90,80,84.94
Taufik Budiman,76372,12B,100,95.78928083,100,90.17004017,83.95426718,88.9029252,79.69341527,100,97.01774725,91.32186256,98.20820281,96.89175284,99.04974963,100,94.49547689,91.54588613,94.19003792,96,99,98,88,81,88,78,98,92,92,99,100,100,99,92,91,93.19
